title,content,related_keyword
통화전쟁,"환율은 수출입 규모의 변동을 초래해 경상수지는 물론 경제성장 등에 큰 영향을 미치게 되는데, 각국이 수출의 가격 경쟁력 제고를 위해 경쟁적으로 환율상승(각국 통화의 절하)을 도모하는 경우를 통화전쟁(currency war) 또는 환율전쟁이라고 한다. 이러한 용어는 학계에서 엄밀하게 정의되어 사용된다기보다는 저널리즘적(journalistic) 용어의 성격을 가지고 있다. 통화전쟁은 통화가치의 절하만을 통해 단순히 타국의 ‘수요’ 를 빼앗는 ‘근린궁핍화정책’(beggar-thy-neighbor policy)의 특성을 가지고 있으며 각국 간 극단적인 분쟁으로 비화될 경우 보호무역조치의 확산은 물론 국제금융시장에 부정적 인 영향을 초래할 수 있다. 2015년 초 유럽중앙은행(ECB) 등 10개국 이상이 기준금리 인하 등 완화적 통화정책 기조를 강화함에 따라 일각에서는 글로벌 통화전쟁 가능성을 제기한 바 있다. 그러나 각국의 완화적 통화정책은 대출금리 인하, 신용확대, 자산가격 상승, 투자심리 개선 등을 통한 자국 내 경기회복 및 디플레이션 방지를 주목적으로 하는 것으로, 결과적으로 자국 통화가치가 절하되는 효과를 가져 오나 위에서 언급한 ‘근린궁핍화정책’과는 차이가 있다. 즉 완화적 통화정책으로 각국의 내수경기가 회복될 경우 글로벌 경기회복 및 수출 증대에 도움을 줄 수 있는 것이다.","평가절상, 평가절하"
통화정책,"통화정책이란 독점적 발권력을 지닌 중앙은행이 통화량이나 금리에 영향을 미쳐 물가안정, 금융안정 등을 달성함으로써 경제가 지속가능한 성장을 이룰 수 있도록 하는 정책을 말한다. 중앙은행이 처음부터 이와 같은 통화정책을 수행한 것은 아니었다. 초기 정부자금 관리나 은행제도 보호 등의 역할을 주로 하던 중앙은행이 경제상황 변화에 대응하여 적정 수준의 통화공급을 통해 거시경제의 안정을 도모하게 된 것은 1930년대 대공황을 계기로 많은 나라들이 금본위제도를 포기하면서부터라고 할 수 있다. 이때부터 중앙은행은 금과의 연계가 단절된 화폐를 발행하고 재량적으로 통화를 공급할 수 있게 되었다. 이러한 가운데 통화량과 물가가 밀접한 관계가 있다는 것을 알게 되면서 통화의 방만한 공급을 차단하여 물가를 안정시키는 것이 통화정책의 주된 목표로 일반화되고 보편적으로 받아들여지기 시작하였다. 특히 1970년대 두 차례의 석유파동으로 세계경제가 극심한 인플레이션의 폐해를 경험하면서 통화정책의 목표로 서 물가안정의 중요성이 더욱 확고해지고 통화정책은 거시경제정책의 하나로 자리 잡게 되었다.",
통화정책 운영체제(monetary policy regime),"중앙은행은 역사적으로 경제구조의 변화, 금융시장의 발달 정도 등에 따라 다른 형태 의 통화정책 운영체제를 도입해 왔다. 통화정책 운영체제는 명목기준지표(nominal anchor)를 기준으로 구분하는 것이 일반적이다. 이는 통화정책체계의 구성요소 중에서 최종목표나 정책수단 등은 어느 나라에 있어서나 본질적으로 비슷하며 차이가 있다고 하더라도 대개 정도의 문제라 할 수 있지만, 통화정책 수행에 있어 어떤 명목기준지표가 적합한지는 각국의 경제구조와 금융시장 발달 정도 등에 따라 달라지므로 상당히 큰 차별성을 갖기 때문이다. 여기서 명목기준지표란 중앙은행이 최종목표와 연관성이 높다 고 생각하여 중점 관리하는 명목변수를 의미한다. 통화정책 운영체제는 명목기준지표를 통화량, 환율, 물가상승률 중 어느 것으로 하는지에 따라 각각 통화량목표제(monetary targeting), 환율목표제(exchange rate targeting), 물가안정목표제(inflation targeting)로 나뉘어진다. 일각에서는 기존 통화정책 운영체제의 대안으로 명목GDP목표제(nominal GDP targeting) 등과 관련한 논의도 이루어지고 있다.","통화정책체계(monetary policy framework), 물가안정목표제"
통화정책 커뮤니케이션,"통화정책 커뮤니케이션이란 중앙은행이 통화정책 수행과정에서 가계, 기업, 정부 등 경제주체 및 시장과 행하는 일련의 소통행위를 말한다. 여기서 통화정책과 관련된 커뮤니케이션은 단순히 통화정책 관련 정보에 국한된 것이 아니라 시장의 경기인식, 경제주체들의 통화정책에 대한 반응, 정부와의 정보 및 의견 공유 등 피드백 과정을 모두 포함한다. 1980년대 후반 이후 금융시장의 규모가 커지고 금융기관과 금융상품이 다양해지면서 통화정책의 유효성 저하에 대한 우려가 증대됨에 따라 중앙은행은 통화정 책의 내용과 의도를 분명하게 알려 시장 참가자들이 정책의도대로 움직이도록 유도할 필요가 있었다. 1990년대 들어 물가안정목표제를 도입한 중앙은행이 늘어나기 시작하면서 중앙은행의 통화정책 커뮤니케이션은 더욱 강화되었다. 물가안정목표제에서는 중앙 은행이 물가상승목표를 사전에 명시적으로 제시하고 중간목표 없이 경제주체의 인플레 이션 기대를 유도함으로써 목표를 달성하고자 하기 때문이다. 한국은행은 정책금리 결정에 관한 금융통화위원회 회의 직후 이를 즉시 공표하고 있으며 한국은행 총재가 기자회견을 갖고 정책결정 내용 및 배경에 대하여 상세히 설명한다. 아울러 정책결정 과정에서 토의한 내용을 의사록에 충실히 기록한 후, 일정 기간이 지나 공개하고 있다. 또한 총재를 비롯한 금융통화위원 등은 연설, 강연, 인터뷰, 학술대회 참석 등을 통해 통화정책의 현안이나 향후 정책방향 등에 대하여 국민에게 알리고 있으며, 국회에 대해서 도 1년에 2회 이상(현재 연 4회) ‘통화신용정책보고서’를 작성하여 제출함으로써 책임성 (accountability)을 다하고 있다.",
통화정책 파급경로,"통화정책이 실물경제에 파급되는 경로에는 금리경로, 자산가격경로, 환율경로, 기대경 로, 신용경로, 위험선호경로 등이 있다. 금리경로는 중앙은행이 정책금리를 인하하면 단기시장금리와 함께 장기시장금리, 은행 여수신금리도 하락하여 기업투자와 가계소비 가 늘어나고 이는 생산 증대 및 물가 상승으로 이어진다. 자산가격경로의 경우 중앙은행 이 정책금리를 인하하면 주식, 부동산 등 자산의 가격이 상승하고, 이에 따라 부(富)가 증가(wealth effect) 하면서 투자와 소비가 늘어나게 되고 이는 생산 증대 및 물가 상승으 로 이어진다. 환율경로의 경우 중앙은행이 정책금리를 인하하면 국내금리가 하락하고 원화로 표시된 금융자산의 수익률이 떨어지게 되어 경제주체들이 상대적으로 수익률이 높은 달러화 표시 금융자산을 매입하고자 하게 되며 원화를 팔고 달러를 사게 된다. 이 때 달러화에 대한 초과수요로 원화가치가 하락(환율 상승)하면 수출이 증가하고 수입이 감소하여 경상수지가 개선되고 이는 생산 증대 및 물가 상승으로 이어지게 된다. 기대경로의 경우 중앙은행이 현 시점에서의 정책금리 조정뿐만 아니라 경제주체들 의 미래 통화정책에 대한 기대, 경기전망 및 인플레이션 기대를 변화시킴으로써 소비 및 투자결정에 영향을 미치는 것을 말한다. 신용경로의 경우 중앙은행이 정책금리를 인하하면 기업과 가계에 대한 금융기관의 대출여력이 커져 투자가 증가하고 소비가 늘어나게 되어 이는 생산 증대 및 물가 상승으로 이어진다. 한편 위험선호경로의 경우 완화적 통화정책이 금융기관의 위험선호도 증대를 통해 고위험 고수익 대출 등을 중심으로 신용공급이 확대되면서 소비, 투자 등이 늘어나게 된다. 동 경로는 장기간 저금리 기조가 지속될 경우 금융기관의 과도한 위험추구와 신용공급 확대로 이어질 수 있다는 점을 지적하는 것으로 통화정책과 금융안정의 연관성을 보여주고 있다.",
통화정책수단,"중앙은행이 활용하고 있는 통화정책 수단으로는 지급준비제도, 공개시장운영, 중앙은 행 여수신제도 등이 있다. 지급준비제도란 금융기관으로 하여금 예금 등과 같은 금융기 관 부채의 일정 비율에 해당하는 금액을 중앙은행에 예치하도록 의무화하는 제도이다. 지급준비율을 변경하여 본원통화를 조절하면 승수효과를 통해 통화량에 영향을 주므로 지급준비정책은 중앙은행의 유동성조절수단이 된다. 공개시장운영은 중앙은행이 단기 금융시장이나 채권시장과 같은 공개시장에서 금융기관을 상대로 국공채 등 증권을 매매 하여 금융기관의 자금사정을 변화시키고 이를 통해 통화나 금리를 조절하는 정책수단이 다. 중앙은행 여수신제도는 중앙은행이 금융기관과의 대출 및 예금거래를 통해 자금의 수급을 조절하는 정책수단을 말한다. 이와 같은 통화정책 수단은 시장 친화적 정책수단 이라고 할 수 있다. 한편 일부 중앙은행의 경우 정책당국에 부여된 행정적 권한을 통해 은행 여수신금리를 규제하거나 은행대출규모를 일일이 통제하는 등 직접조절수단을 활용하기도 한다.","지급준비제도, 공개시장운영"
통화정책체계(monetary policy framework),"중앙은행은 통화정책을 수행함에 있어 정책수단과 최종목표(물가안정, 금융안정 등) 를 이어줄 수 있는 다양한 지표를 활용하는 것이 일반적이다. 우선 중앙은행은 통화정책 의 최종목표와 밀접한 관계가 있는 통화량, 환율, 물가상승률 등의 지표 중에 하나를 선택하여 그 지표의 목표 수준을 결정한 다음, 이를 달성할 수 있도록 통화정책을 수행한 다. 이렇게 선택된 지표를 명목기준지표(nominal anchor)라고 하며 이중 물가상승률을 제외한 통화량, 환율 등은 최종목표를 달성하기 위한 중간목표(intermediate target)로 활용된다. 그러나 통화량, 환율 등도 중앙은행이 직접 제어할 수 있는 지표가 아니다. 따라서 중앙은행이 다른 변수의 영향을 받지 않고 직접 제어하여 원하는 수준을 유지할 수 있는 지표가 필요한데 이를 운용목표(operating target)라고 하며 일반적으로 단기시 장금리나 지급준비금이 사용된다. 중앙은행은 이러한 운용목표의 적정 수준을 설정하고 공개시장운영, 중앙은행 여수신제도, 지급준비제도 등의 정책수단(policy tool)을 활용하 여 동 수준을 유지함으로써 궁극적으로 최종목표를 달성하기 위해 노력한다. 한편 통화 정책의 결정과 집행에는 이를 뒷받침할 수 있는 제도가 필요한데 의사결정 및 집행기구, 외부압력으로부터의 독립성 확보장치, 정책수행 결과에 대한 책임성 제고방안, 그리고 통화정책의 신뢰성과 유효성 확보를 위한 투명성 증대 장치 등이 이에 포함된다. 이와 같은 최종목표, 명목기준지표, 운용목표, 정책수단, 의사결정 관련 제도 등을 모두 포괄하 여 통화정책체계라고 한다.",통화정책 운영체제(monetary policy regime)
통화지표,"한 나라의 경제가 건강하게 유지되려면 경제규모에 맞는 적정량의 통화가 필요하다. 경제규모에 비해 돈이 너무 많으면 인플레이션이, 너무 적으면 디플레이션이 발생하여 물가의 지속적 상승이나 실업 등의 문제가 발생하기 때문에 중앙은행은 경제에서 유통되 는 화폐의 양을 적정 수준으로 관리해야 하는데 그러기 위해서는 우선 시중에서 유통되는 통화의 양을 정확하게 측정할 필요가 있다. 시중에 유통되고 있는 통화량을 나타내는 척도가 곧 통화지표이다. 통화지표는 통화를 어떻게 정의하는가에 따라 여러 가지가 있는데 우리나라에서는 M1과 M2를 통화지표로, Lf와 L을 유동성지표로 이용하고 있다. M1은 화폐의 지급결제수단으로서의 기능을 중시한 지표로 시중에 유통되는 현금에 예금취급기관의 결제성예금을 더한 것이다. M2는 M1에 예금취급기관의 각종 저축성예 금, 시장성 금융상품, 실적배당형 금융상품, 금융채 및 거주자예금을 더한 것이다. 통화지 표보다 포괄범위가 더 넓은 지표가 유동성지표인데 Lf는 M2에 예금취급기관의 만기 2년 이상의 정기예적금, 금융채, 금전신탁과 생명보험회사의 보험계약준비금 및 증권금 융의 예수금 등을 포함한다. L은 Lf에 기업 및 정부 등이 발행한 기업어음, 회사채 및 국공채 등 유가증권을 포함한다. 한국은행은 외환위기 이전까지는 M2를 명목기준지 표(target)로 하여 그 증가율을 정하고 이를 달성하고자 하는 통화량목표제를 시행하였 다. 그러나 1990년대 후반부터 새로운 금융상품의 출현, 금융시장의 발전 등으로 통화량 과 실물변수간의 관계가 약화됨에 따라 한국은행은 여건 변화에 부합하는 새로운 통화정책 운용체계인 물가안정목표제를 1998년 도입하여 지금까지 운영하고 있다. 물가안정목 표제 도입 이후 통화량은 달성해야 하는 명목기준지표가 아니고 물가 및 경기 전망 등을 평가하는 정보변수로서 활용되고 있다.",
투입계수,"각 산업부문이 재화나 서비스의 생산에 사용하기 위하여 다른 산업으로부터 구매한 원재료, 연료 등 중간재별 투입액을 총투입액으로 나눈 것으로서 각 부문 생산물 1단위 생산에 필요한 중간재들의 단위를 나타낸다. 따라서 어떤 산업부문의 중간재 투입계수들 을 모두 합하면 중간투입률이 되며 이와 같은 투입계수는 각 산업부문의 생산활동에서 생산기술구조, 즉 투입과 산출의 함수관계를 나타낸다고 할 수 있다. 한편, 투입계수를 산출함에 있어서는 물량단위에 의한 방법이 이상적이라고 할 수 있으나 모든 생산물의 공통적인 단위가 없으므로 금액에 의한 투입계수를 산출하는 것이 일반적인 방법이다.",
투자율,"투자율이란 일정 기간 동안 국민경제가 생산한 생산물 또는 수취한 소득에 대한 투자의 비율을 의미하는 것으로 투자액을 국민총처분가능소득으로 나누어 구한다. 총투 자는 투자대상지역에 따라 국내총투자와 국외투자로 나누어지고 이들 국내총투자와 국외투자를 합한 총투자는 총저축과 일치하게 되며 이를 각각 국민총처분가능소득으로 나누어 백분율로 구한 값을 국내 총투자율, 국외투자율, 총저축률이라고 한다. 이들 간에는 다음과 같은 관계가 성립한다. 총저축률 = 총투자율 = 국내 총투자율 + 국외투자율.",총고정자본형성
투자은행,"투자은행(investment bank)이란 상업은행(commercial bank)에 대비되는 개념으로 상업은행이 예금을 바탕으로 기업에 자금을 공급하는 전통적 은행업에 주력했다면 투자 은행은 유가증권 인수를 통한 자금 공급을 주업으로 한다. 쉽게 말해서 증권회사와 유사한데 자본시장에서 유가증권 발행을 통한 자금조달 주선 업무를 주로 하는 딜러 (dealer)나 브로커(broker)를 말한다. 당국의 엄격한 규제와 지원 하에 안정적으로 자산 을 운용하는 상업은행과 대비되는 투자은행은 자기자본금을 활용하여 글로벌 금융시장 에 과감히 투자했으며 자산관리, 모험자본, M&A 중개, 각종 파생상품 판매 등 비교적 리스크가 높은 다양한 업무를 수행하였다. 글로벌 금융위기 이후 미국의 리먼브러더스 메릴린치 베어스턴스 등 다수의 대표 투자은행들이 위기를 맞고 상업은행으로 합병 파산되었다. 한편 우리나라는 2011년 자본시장통합법 제정 이후 금융투자회사의 대형화 를 추진해왔는데 2017년 11월 자기자본이 4조원을 넘는 5개를 초대형 투자은행으로 지정하고 제한적으로 일부 단기금융업무를 허용하는 조치를 취하였다. 초대형투자은행 으로 지정되고 단기금융업 인가를 받으면 자기자본의 2배 한도 내에서 발행어음 업무를 할 수 있고 동 어음발행을 통해 조달한 자금의 50%는 기업금융에 투자하도록 하였다.",자본시장통합법
트리핀 딜레마(Triffin's dilemma),"로버트 트리핀(Robert Triffin : 1993년 81세를 일기로 사망) 예일대 교수는 미국의 무역수지 적자가 심각해진 1960년, 기축통화의 구조적 모순을 트리핀 딜레마라는 용어로 설명했다. 그는 1944년 출범한 브레튼우즈(Bretton Woods) 체제가 기축통화(key currency)라는 내적 모순을 안고 있다고 진단했다. 브레튼우즈 체제는 기존의 금 대신 미국 달러화를 국제결제에 사용하도록 한 것으로, 금 1온스의 가격을 35달러로 고정해 태환할 수 있도록 하고, 다른 국가의 통화는 조정 가능한 환율로 달러 교환이 가능하도록 해 달러를 기축통화로 만든 것이다. 한편, 달러화가 기축통화의 역할을 하기 위해서는 대외거래에서의 적자를 발생시켜 국외에 끊임없이 유동성을 공급해야 한다. 그러나 미국의 적자상태가 장기간 지속될 경우에는 유동성이 과잉돼 달러화의 가치는 흔들릴 수밖에 없다. 반면 미국이 대외거래에서 장기간 흑자상태를 지속하게 되면, 달러화의 가치는 안정시킬 수 있으나 국제무역과 자본거래를 제약할 수 있다. 적자와 흑자의 상황에도 연출될 수밖에 없는 달러화의 이럴 수도 저럴 수도 없는 모순을 가리켜 트리핀 딜레마라고 하는 것이다.",브레튼우즈체제
특별인출권(SDR),"1968년 4월 국제통화기금(IMF) 이사회의 결의에 따라 국제유동성 부족에 대처하기 위하여 1970년 도입된 일종의 국제준비통화이다. 1960년대 들어 미 달러화의 금태환에 대한 신뢰가 저하되면서 국제통화체제의 불안정이 초래되자 새로운 준비자산의 필요성 이 대두되었으며 이에 대응하여 IMF가 1967년 SDR(Special Drawing Rights) 창출요강을 채택하고 이를 반영한 IMF 협정문 개정안을 1969년 7월 발효시킴에 따라 도입되었다. SDR의 가치는 도입 당시 미 달러화의 금 평가와 동일한 1SDR = 1.2635달러 = 금 0.888671그램(1/35온스)으로 설정되었으나 이후 미 달러화의 약세 지속으로 SDR의 가치를 미 달러화에 고정시키는 것이 불합리하게 되었다. 이러한 문제점을 시정하기 위해 1974년부터 SDR의 가치를 여러 나라의 통화에 연결시키는 바스켓방식을 도입하였 으며 현재는 미 달러화, 유로화, 파운드화, 엔화, 위안화의 5개 통화가 바스켓을 구성하고 있다. SDR의 도입에 따라 IMF 회원국은 국제수지가 악화하였을 때 IMF로부터 무담보로 국제유동성을 인출할 수 있는 권리를 보유하게 되었다. SDR은 IMF 총회의 의결을 통해 창출 또는 말소되며, 창출된 SDR은 SDR에 관한 의무사항을 수락한 IMF 회원국에 배분된다. SDR의 배분은 IMF 쿼타 비중에 따라 배분하는 일반배분과 쿼타 비중과 상관없이 배분하는 특별배분으로 구분된다. 우리나라에 대한 SDR 누적배분액은 2009년 실시된 일반 및 특별배분에 따라 이전의 0.7억SDR에서 24억SDR로 증가하였다.","국제통화기금(IMF), 복수통화바스켓제도, IMF 쿼타"
특수목적기구(SPV),"자산유동화증권(ABS; Asset-Backed Securities) 발행에는 자산보유자, 특수목적기구 (SPV), 자산관리자 및 신용평가기관 등이 참가하게 된다. 이 경우 자산보유자는 기초자산 의 법률적인 소유권을 SPV(Special Purpose Vehicle)에 양도하는 절차를 거치게 되는데 이는 자산보유자와 기초자산간의 법률적 관계를 분리하기 위한 것이다. 자산보유자는 기초자산을 모아서(pooling) 이를 SPV에 양도하며 SPV는 양도받은 기초자산을 담보로 발행한 ABS를 투자자에게 매각하고 매각대금을 자산보유자에게 자산양도의 대가로 지급한다. 현행 자산유동화에 관한 법률 에 따르면 자산보유자는 금융기관, 한국자산관 리공사, 한국토지주택공사 및 금융위원회가 인정한 법인 등이 될 수 있으며 특수목적기구(SPV)는 유동화전문회사(SPC; Special Purpose Company), 신탁회사 및 자산유동화를 전문으로 하는 외국법인이 될 수 있다. 동 법률에 따른 SPC는 주식회사보다 설립이 간편한 유한회사의 형태로 설립되며 ABS의 발행 및 상환과 이에 부속된 업무만을 수행할 수 있다. SPC는 ABS를 한 번만 발행할 수 있기 때문에 자산보유자는 자산유동화를 실시할 때마다 별도의 SPC를 설립하여야 한다. 한편 신탁회사는 수익증권 형태의 ABS를 발행하는 경우 SPV로 활용된다. 즉 자산보유자가 신탁회사에 기초자산을 양도하면 이 자산으로부터 발생하는 현금흐름을 이용하여 원리금을 지급하는 수익증권을 발행하 게 된다. 자산관리자는 실체가 없는 서류상의 회사인 SPC를 대신하여 기초자산에 대한 채권의 추심 또는 채무자 관리 등을 담당한다. 우리나라에서는 자산보유자, 신용정보업 자 등이 자산관리자가 될 수 있는데 일반적으로 기초자산의 내용을 잘 파악하고 있는 자산보유자가 자산관리자가 된다.",자산유동화
파레토최적,"경제적 최적의 의미를 규정하는 개념의 하나이다. 자원배분이 가장 효율적으로 이루어 진 상태여서 더 이상의 개선 여지가 없는 상황을 의미한다. 생산 측면에서는 어느 한 재화의 생산량을 증가시키기 위해서는 반드시 다른 재화의 생산을 감소시켜야 하는 상태에 있어야 한다. 교환 측면에서는 어느 소비자의 효용을 증가시키기 위해서는 반드시 다른 소비자의 효용을 감소시킬 수밖에 없는 상태에 있어야 한다. 이 두 가지 조건이 동시에 성립하고 있는 상황을 파레토 최적이라 한다. 그러나 파레토 최적은 소득분배에 대해서는 설명을 할 수 없으며, 파레토 최적의 상태 또한 유일하지 않다는 한계를 내포하고 있다. ","한계비용, 한계효용"
파생금융상품,"파생금융상품(financial derivatives)은 그 가치가 통화, 채권, 주식 등과 같은 기초금융 자산(underlying asset)의 가치변동에 의해 결정되는 금융상품을 말한다. 계약형태에 따라 크게 선도계약(forward contracts), 선물(futures), 옵션(options), 스왑(swaps) 등으 로 구분된다. 계약형태별 파생금융상품의 특징을 보면, 먼저 선도계약과 선물은 기초금융자산을 미래 특정시점에 사고 팔기로 약정하는 계약이라는 점에서 동일한 성격을 가지나, 일반적으로 선도계약은 장외시장에서 거래당사자간에 직접 거래되거나 딜러나 브로커를 통해 거래가 이루어지는 데 반해, 선물은 정형화된 거래소를 통해 거래된다는 점에서 차이가 있다. 옵션은 기초자산을 미래의 특정시점에 특정 행사가격으로 매입 (call)하거나 매각(put)할 수 있는 권리를 사고 파는 계약으로서, 기초자산 가격의 변화에 대해 비대칭적 손익구조(asymmetric payoffs)를 가진다. 옵션계약은 거래시점에 프리미 엄을 지급한다는 점에서 선도계약이나 선물과 차이가 있다. 스왑은 일반적으로 두 개의 금융자산 또는 부채에서 파생되는 미래의 현금흐름을 교환하기로 하는 계약으로서, 서로 다른 통화표시 채무의 원리금 상환을 교환하기로 약정하는 통화스왑(currency swaps)과 변동금리채무와 고정금리채무간의 이자지급을 교환하기로 약정하는 금리스왑 (interest rate swaps) 등이 있다.","옵션, 스왑"
펀드,"펀드(fund)란 다수의 투자자들로부터 자금을 모아 전문적인 운용기관인 자산운용사가 주식, 채권, 부동산 등 자산에 투자하여 운용한 후 그 실적에 따라 투자자에게 되돌려주는 금융상품이다. 자본시장과 금융투자업에 관한 법률 상의 명칭은 ‘집합투자기구’이다. 펀 드의 장점은 전문가가 대신 운용하므로 시간과 노력을 절약할 수 있고 소액의 자금으로도 분산투자가 가능하므로 위험을 줄일 수 있다는 점이다. 한편 수수료 등으로 인해 직접투자 에 비해 거래비용이 크고 다른 사람이 운용함에도 투자로 인해 발생하는 위험은 투자자가 부담해야 하는 점은 단점으로 꼽히고 있다. 펀드에 관련된 금융기관을 보면 펀드를 판매하 는 판매회사(증권사, 은행, 보험사), 투자운용을 지시하는 자산운용회사, 투자운용 지시를 실행하고 자금 및 자산을 관리하는 신탁회사 등으로 구성된다. 펀드를 구분하는 방법은 매우 다양하나 가장 일반적인 것은 투자대상에 따른 분류이다. 투자대상에 따라 증권펀드, 단기금융펀드(MMF), 부동산펀드, 특별자산펀드, 혼합자산펀드로 구분된다. 증권펀드는 주식형, 채권형, 혼합형(주식혼합형/채권혼합형), 파생형, 재간접형 등으로 세분된다. 이들 중 특별자산펀드는 증권이나 부동산이 아닌 여타 자산(상품, 원자재, 선박, 지적재산권 등)에 투자하는 펀드를 말하며, 혼합자산펀드는 투자대상에 제한 없이 시장상황에 따라 어떤 자산에라도 투자가 가능한 펀드를 말한다. 이 외에도 펀드는 근거 법률(국내법 또는 외국법)에 따라 역내펀드와 역외펀드로, 불특정 다수(50인 이상)의 투자자를 대상으로 하는지 여부에 따라 공모펀드와 사모펀드로, 투자자가 펀드에 투자한 후 환매를 청구할 수 있는지 여부에 따라 개방형펀드와 폐쇄형펀드로 각각 구분하고 있다.",
페더럴펀드,"페더럴펀드(federal funds)는 미 연방준비은행에 지급준비금 예치의무가 있는 예금은행이 지급준비금 과부족을 조절하기 위해 여타 예금은행, 정부보증기관(government-sponsored enterprises) 등으로부터 무담보로 차입한 자금을 말한다. 동 자금이 거래되는 시장을 페더럴펀드시장(federal funds market)이라고 한다. 페더럴펀드 거래 만기는 대부분 익일물이며, 기일물(term federal funds)의 경우 만기 제한은 없으나 통상 1년을 넘지 않는다. 미 연준의 지급준비금 부과대상인 상업은행, 저축대부조합(Savings and Loan Association), 상호저축은행(Mutual Savings Bank), 신용협동조합(Credit Union), 해외은 행의 미국 지점 등은 페더럴펀드시장에서 자금 차입과 공급이 모두 가능하다. 반면 지준적립의무가 없는 정부기관, 정부보증기관, 국제기구 및 증권딜러(securities dealer) 등은 페더럴펀드시장에서 자금을 공급할 수는 있으나 차입할 수는 없다. 미 연준은 정책금리인 익일물 무담보 페더럴펀드금리가 목표범위에서 크게 벗어나지 않도록 페더 럴펀드시장의 수요 및 공급규모, 금리 등 전반적인 시장상황을 실시간으로 확인하면서 공개시장운영(open market operation)을 실시한다. 미 연방준비제도 이사회가 페더럴펀 드 목표금리를 변경하면, 페더럴펀드시장에 참가하는 상업은행 등이 재정거래를 하게 되고, 페더럴펀드금리가 동시에 변동한다. 이러한 단기금리의 변동은 채권시장에 영향을 미쳐 장기금리가 변동하게 된다.",
평가절상,"환율은 일반적으로 거래 대상물인 외국환(외국통화) 한 단위와 교환되는 자국통화의 양으로 정의되고 있는데 원화절상은 외환시장에서 외환의 공급이 수요를 초과하여 외환의 가치가 하락하고 원화의 가치는 상승하는 현상을 의미하며, 이때 환율이 하락하게 되는데 이를 평가절상이라고도 말한다. 그러나 평가절상(revaluation)이나 평가절하(devaluation), 또는 절상(appreciation)이나 절하(depreciation)의 의미는 일반적으로는 고정환율제도와 자유변동환율제도중 어느 환율제도를 채택하느냐에 따라 구분된다. 즉 평가절상(또는 평가 절하)은 고정환율제도하에서 정부가 정책적 목적 등으로 자국통화의 대외가치인 환율을 인위적으로 일시에 조정하였을 경우 사용되며, 절상(또는 절하)은 일반적으로 자유변동환 율제도하에서 환율이 외환시장의 수급기능에 의해 하락하였을 경우에 사용된다.","고정환율제도/자유변동환율제도, 평가절하, 외환시장"
평가절하,"환율은 일반적으로 거래 대상물인 외국환(외국통화) 한 단위와 교환되는 자국통화의 양으로 정의되고 있는데, 원화절하는 외환시장에서 외환의 수요가 공급을 초과하여 외환의 가치가 상승하고 원화의 가치는 하락하는 현상을 의미하며, 이때 환율이 상승하게 되는데 이를 환율상승 또는 평가절하라고도 말한다. 그러나 평가절상(revaluation)이나 평가절하(devaluation), 또는 절상(appreciation)이나 절하(depreciation)의 의미는 일반 적으로는 고정환율제도와 자유변동환율제도중 어느 환율제도를 채택하느냐에 따라 구 분된다. 즉 평가절상(또는 평가절하)은 고정환율제도하에서 정부가 정책적 목적 등으로 자국통화의 대외가치인 환율을 인위적으로 일시에 조정하였을 경우 사용되며, 절상(또는 절하)은 일반적으로 자유변동환율제도하에서 환율이 외환시장의 수급기능에 의해 상승 하였을 경우에 사용된다.","고정환율제도/자유변동환율제도, 평가절상, 외환시장"
표면금리,"표면금리(coupon rate)란 채권의 액면가에 대한 연간 이자지급 비율을 채권표면에 표시한 것으로서 계약기간 동안 지급을 약속한 고정금리이다. 표면금리가 높을수록 채권 매수자는 동일 액면가에 대해 더 많은 이자를 받게 된다. 채권가격은 표면금리와 시장의 실세금리에 의해 결정된다. 채권발행 당시에 표면금리(연1회 후불 지급을 가정)와 실세금 리가 같으면 채권은 액면가로 거래된다. 이때 표면금리가 실세금리보다 낮으면 액면가 이하로, 높으면 액면가 이상으로 거래된다. 일반적으로 채권가격은 100을 중심으로 나타내 는데 이 경우에 표면금리가 실세금리와 같다는 의미이다. 만일 실세금리가 하락한다면 채권의 내재가치는 100을 상회하게 되며 채권의 균형가격도 이에 따라 형성된다.",
